Species
Homalium_albiflorum
Homollea_leandrii
Hugonia_planchonii
Humbertia_madagascariensis
Humbertiella_decaryi
Hura_crepitans
Hydrocotyle_mannii
Hymenodictyon_decaryi
Hyperacanthus_mandenensis
Hypoestes_cernua
Hyptis_asperifolia
Ilex_mitis
Impatiens_walleriana
Intsia_bijuga
Ipomoea_ochracea
Ivodea_alata
Ixora_coccinea
Jasminum_kitchingii
Justicia_zopilotensis
Kalanchoe_integrifolia
Karomia_macrocalyx
Khaya_madagascariensis
Lablab_purpureus
Labourdonnaisia_calophylloides
Labramia_louvelii
Landolphia_tenuis
Langsdorffia_hypogaea
Lawsonia_inermis
Leea_spinea
Leersia_hexandra
Lemurosicyos_variegatus
Leptadenia_arborea
Leptaulus_citroides
Leucaeni_leucocephala
Linociera_incurvifolia_var._planifolia
Liparis_anopheles
Litchi_chinensis
Loeseneriella_urceolus
Ludia_scolopioides
Lumnitzera_racemosa
Macaranga_sampsonii
Macarisia_lanceolata
Macphersonia_radlkoferi
Maerua_nuda
Maesa_lanceolata
Maillardia_borbonica
Majidea_zanguebarica
Malleastrum_sepaliferum
Mammea_sessiliflora
Mangifera_indica
Manihot_dichotoma
Manilkara_zapota
Mapouria_brevicollis
Margaritaria_discoidea
Marsdenia_cordifolia
Mascarenhasia_lisianthiflora
Maytenus_heyneana
Medinilla_parvifolia
Meiostemon_tetrandrus
Melanophylla_modestei
Melastoma_malabathricum
Melia_azedarach
Melicope_madagascariensis
Melothria_scabra
Memecylon_bakerianum
Mendoncia_flagellaris
Merremia_dissecta
Micronychia_tsiramiramy
Microsteira_diotostigma
Mikania_scandens
Mimosa_delicatula
Mimulopsis_solmsii
Mimusops_perrieri
Mollugo_verticillata
Monoporus_spathulatus
Morinda_umbellata_subsp._obovata
Moringa_oleifera
Mundulea_sericea
Musa_lutea
Mussaenda_pubescens
Myrica_gale
Mystroxylon_aethiopicum
Neoapaloxylon_tuberosum
Neobeguea_mahafalensis
Nesogordonia_normandii
Neuracanthus_umbraticus
Noronhia_seyrigii
Nuxia_verticillata
Nymphaea_lotus
Ochrocarpos_multiflorus
Ocotea_trichantha
Olax_madagascariensis
Olea_ambrensis
Omphalea_oppositifolia
Oncostemum_reflexum
Operculicarya_gummifera
Ophiocolea_delphinensis
Oplismenus_undulatifolius
Opuntia_vulgaris
Orania_longisquama
Ormocarpopsis_parvifolia
Ormocarpum_trichocarpum
Oryza_sativa
Ouratea_parviflora
Paederia_majungensis
Pandanus_rollotii
Panicum_parvifolium
Parkia_madagascariensis
Passiflora_quadrangularis
Paullinia_cururu
Pauridiantha_hirtella
Pedilanthus_sp._SH-2010
Pennisetum_hybr
Pentachlaena_betamponensis
Pentarhopalopilia_marquesii
Pentas_micrantha
Pentopetia_longipetala
Peponidium_horridum
Perriera_madagascariensis
Persea_major
Petchia_madagascariensis
Phaius_flavus
Phanerodiscus_diospyroidea
Phoenix_paludosa
Phragmites_japonicus
Phyllanthus_florencei
Phyllarthron
Phyllarthron_articulatum
Pilea_cadierei
Pinus_pinea
Piper_umbellatum
Pithecellobium_dulce
Pittosporum_verticillatum
Plagioscyphus_louvelii
Plectaneia_thouarsii
Podocarpus_madagascariensis
Poecilostachys_bromoides
Polyalthia_stenopetala
Polycardia_lateralis
Polygala_cymosa
Polygonum_gracilipes_var._odonotopterum
Polyscias_andapensis
Pongamiopsis_amygdalina
Potameia_micrantha
Poupartia_silvatica
Pouzolzia_mandrarensis
Protium_madagascariense
Protorhus_thouvenotii
Prunus_persica
Psiadia_altissima
Psidium_guajava
Psorospermum_revolutum
Psychotria_mandrarensis
Pyrostria_media
Quivisianthe_papinae
Raphia_farinifera
Raphidiocystis_phyllocalyx
Ravenea_robustior
Ravensara_elliptica
Reedia_spathacea
Reissantia_angustipetala
Rhaptonema_glabrifolium
Rheedia_commersonii
Rhigozum_madagascariense
Rhipsalis_baccifera
Rhizophora_mucronita
Rhopalocarpus_undulatus
Rhopalopilia_altescandens
Rhus_perrieri
Rhynchosia_baukea
Rinorea_mutica
Rothmannia_hispida
Rourea_orientalis
Rubus_moluccanus
Ruellia_beyrichiana
Saccharum_giganteum
Salacia_madagascariensis
Saldinia_littoralis
Salvadora_angustifolia
Salvadoropsis_sp._RHA-2013
Sansevieria_gracilis
Sapindus_saponaria
Sapium_baccatum
Savia_dictyocarpa
Schefflera_brenesii
Schismatoclada_farahimpensis
Schizenterospermum_rotundifolium
Scleria_gaertneri
Sclerocarya_birrea
Scolopia_orientalis
Scutia_myrtina
Secamone_tenuifolia
Securinega_seyrigii
Senecio_banksii
Seyrigia_multiflora
Sida_rhombifolia
Sideroxylon_gerrardianum
Sloanea_rhodantha
Smilax_riparia
Solanum_mauritianum
Sonneratia_alba
Sorindeia_madagascariensis
Sphaerocoryne_affinis
Sporobolus_maximus
Stadmania_fraseri
Sterculia_pruriens
Stereospermum_variabile
Streblus_mauritianus
Strongylodon_craveniae
Strychnopsis_thouarsii
Strychnos_lucida
Suregada_africana
Symphonia_verrucosa
Syzygium_vaccinifolium
Tacca_chantrieri
Talinella_xerophila
Tamarindus_indica
Tambourissa_trichophylla
Tannodia_tenuifolia
Tecoma_stans
Teramnus_labialis
Terminalis_dracaenodes
Tetrapterocarpon_septentrionalis
Theobroma_cacao
Thilachium_panduriforme
Thunbergia_convolvulifolia
Tinopsis_urschii
Tisonia_coriacea
Toddalia_asiatica
Tragia_finalis
Treculia_africana
Trema_orientalis
Tricalysia_perrieri
Tridax_procumbens
Trilepisium_madagascariense
Tristemma_virusanum
Trophis_involucrata
Turraea_boivinii
Uapaca_bojeri
Uncarina_perrieri
Urtica_magellanica
Uvaria_clavata
Vaccinium_pratense
Valiha_diffusa
Vangueria_madagascariensis
Vepris_nitida
Vernonia_acaulis
Viscum_trachycarpum
Vitex_pervillei
Voacanga_bracteata
Warneckea_fascicularis
Weinmannia_rutenbergii
Xanthocercis_zambesiaca
Xerophyta_dasylirioides
Xerosicyos_perrieri
Ximenia_caffra
Xylopia_bemarivensis
Zanha_golungensis
Zanthoxylum_tsihanimposa
Zehneria_perrieri
Ziziphus_jujuba
Zygophyllum_depauperatum
